"Date","Pool","Currency","Wallet","DailyEarnings","StartTime","StartValue","EndTime","EndValue","Balance","Pending","Unpaid","Payout"
"2023-09-10","MiningDutch","CCC","UselessGuru","0","21:22:50","4.313485","21:22:50","4.313485","4.313485","0","4.313485","0"
"2023-09-10","MiningDutch","CLORE","UselessGuru","0","21:22:50","0.01281439","21:22:50","0.01281439","0.01281439","0","0.01281439","0"
"2023-09-10","MiningDutch","DMS","UselessGuru","0","21:22:50","0.09630923","21:22:50","0.09630923","0.09630923","0","0.09630923","0"
"2023-09-10","MiningDutch","FTC","UselessGuru","0","21:22:50","0.84452926","21:22:50","0.84452926","0.84452926","0","0.84452926","0"
"2023-09-10","MiningDutch","GUN","UselessGuru","0","21:22:50","10.8156864","21:22:50","10.8156864","10.8156864","0","10.8156864","0"
"2023-09-10","MiningDutch","IQ","UselessGuru","0","21:22:50","2.58782551","21:22:50","2.58782551","2.58782551","0","2.58782551","0"
"2023-09-10","MiningDutch","NEOX","UselessGuru","0","21:22:50","0.57254822","21:22:50","0.57254822","0.57254822","0","0.57254822","0"
"2023-09-10","MiningDutch","NYX","UselessGuru","0","21:22:50","0.09979641","21:22:50","0.09979641","0.09979641","0","0.09979641","0"
"2023-09-10","MiningDutch","PAPRY","UselessGuru","0","21:22:50","0.22477687","21:22:50","0.22477687","0.22477687","0","0.22477687","0"
"2023-09-10","MiningDutch","UFO","UselessGuru","0","21:22:50","0.20887727","21:22:50","0.20887727","0.20887727","0","0.20887727","0"
"2023-09-10","MiningDutch","VHH","UselessGuru","0","21:22:50","6317.71316063","21:22:50","6317.71316063","6317.71316063","0","6317.71316063","0"
"2023-09-10","MiningDutch","VTC","UselessGuru","0","21:22:50","0.08558942","21:22:50","0.08558942","0.08558942","0","0.08558942","0"
"2023-09-10","MiningDutch","YEC","UselessGuru","0","21:22:50","0.10712654","21:22:50","0.10712654","0.10712654","0","0.10712654","0"
"2023-09-10","MiningDutch","YTN","UselessGuru","0","21:22:50","0.47039829","21:22:50","0.47039829","0.47039829","0","0.47039829","0"
"2023-09-10","MiningDutch","ZCL","UselessGuru","0","21:22:50","0.02185477","21:22:50","0.02185477","0.02185477","0","0.02185477","0"
"2023-09-10","NiceHash External","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","21:22:50","0.00057724","21:22:50","0.00057724","0.00057684","4E-07","0.00057724","0"
"2023-09-10","NiceHash Internal","BTC","33hZYX8iFg5zm9E3geqrNgeP6TMzszZk5R","0","21:22:50","0.00730754","21:22:50","0.00730754","0.00730754","0","0.00730754","0"
"2023-09-10","ProHashing","ETH","UselessGuru","0","21:22:50","1.1152209623217067E-05","21:22:50","1.1152209623217067E-05","1.1152209623217067E-05","0","1.1152209623217067E-05","0"
"2023-09-10","ProHashing","RTM","UselessGuru","0","21:22:50","0.0048188439854162","21:22:50","0.0048188439854162","0.0048188439854162","0","0.0048188439854162","0"
"2023-09-10","ProHashing","XMR","UselessGuru","0","21:22:50","2.563445299E-07","21:22:50","2.563445299E-07","2.563445299E-07","0","2.563445299E-07","0"
"2023-09-10","ZergPool","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","21:22:50","0.00062167","21:22:50","0.0006217","0.00062169","8.7196807701249E-09","0.0006217","0"
"2023-09-10","Zpool","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","21:22:50","2.794E-05","21:22:50","2.794E-05","2.794E-05","0","2.794E-05","0"
"2023-09-11","HashCryptos","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","21:37:55","1.8900000000000003E-06","21:47:57","1.9100000000000003E-06","1.67E-06","1.8E-07","1.85E-06","0"
"2023-09-11","HiveON","ETC","7cf99ec9029a98afd385f106a93977d8105fec0f","0","21:37:55","0.015402569","21:47:57","0.015402569","0.015402569","0","0.015402569","0"
"2023-09-11","MiningDutch","AEON","UselessGuru","0","21:37:55","0.00170007","21:47:57","0.00170007","0.00170007","0","0.00170007","0"
"2023-09-11","MiningDutch","BELL","UselessGuru","0","21:37:55","0.43648422","21:47:57","0.43648422","0.43648422","0","0.43648422","0"
"2023-09-11","MiningDutch","BTC","UselessGuru","0","21:37:55","4.699E-05","21:47:57","4.699E-05","4.699E-05","0","4.699E-05","0"
"2023-09-11","MiningDutch","CCC","UselessGuru","0","21:37:55","4.313485","21:47:57","4.313485","4.313485","0","4.313485","0"
"2023-09-11","MiningDutch","CLORE","UselessGuru","0","21:37:55","0.01281439","21:47:57","0.01281439","0.01281439","0","0.01281439","0"
"2023-09-11","MiningDutch","DMS","UselessGuru","0","21:37:55","0.09630923","21:47:57","0.09630923","0.09630923","0","0.09630923","0"
"2023-09-11","MiningDutch","FTC","UselessGuru","0","21:37:55","0.84452926","21:47:57","0.84452926","0.84452926","0","0.84452926","0"
"2023-09-11","MiningDutch","GUN","UselessGuru","0","21:37:55","10.8156864","21:47:57","10.8156864","10.8156864","0","10.8156864","0"
"2023-09-11","MiningDutch","IQ","UselessGuru","0","21:37:55","2.58782551","21:47:57","2.58782551","2.58782551","0","2.58782551","0"
"2023-09-11","MiningDutch","NEOX","UselessGuru","0","21:37:55","0.57254822","21:47:57","0.57254822","0.57254822","0","0.57254822","0"
"2023-09-11","MiningDutch","NYX","UselessGuru","0","21:37:55","0.09979641","21:47:57","0.09979641","0.09979641","0","0.09979641","0"
"2023-09-11","MiningDutch","PAPRY","UselessGuru","0","21:37:55","0.22477687","21:47:57","0.22477687","0.22477687","0","0.22477687","0"
"2023-09-11","MiningDutch","UFO","UselessGuru","0","21:37:55","0.20887727","21:47:57","0.20887727","0.20887727","0","0.20887727","0"
"2023-09-11","MiningDutch","VHH","UselessGuru","0","21:37:55","6317.71316063","21:47:57","6317.71316063","6317.71316063","0","6317.71316063","0"
"2023-09-11","MiningDutch","VTC","UselessGuru","0","21:37:55","0.08558942","21:47:57","0.08558942","0.08558942","0","0.08558942","0"
"2023-09-11","MiningDutch","YEC","UselessGuru","0","21:37:55","0.10712654","21:47:57","0.10712654","0.10712654","0","0.10712654","0"
"2023-09-11","MiningDutch","YTN","UselessGuru","0","21:37:55","0.47039829","21:47:57","0.47039829","0.47039829","0","0.47039829","0"
"2023-09-11","MiningDutch","ZCL","UselessGuru","0","21:37:55","0.02185477","21:47:57","0.02185477","0.02185477","0","0.02185477","0"
"2023-09-11","NiceHash External","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","21:37:55","0.00057724","21:47:57","0.00057724","0.00057684","4E-07","0.00057724","0"
"2023-09-11","NiceHash Internal","BTC","33hZYX8iFg5zm9E3geqrNgeP6TMzszZk5R","0","21:37:55","0.00730754","21:47:57","0.00730754","0.00730754","0","0.00730754","0"
"2023-09-11","ProHashing","ETH","UselessGuru","0","21:37:55","1.1152209623217067E-05","21:47:57","1.1152209623217067E-05","1.1152209623217067E-05","0","1.1152209623217067E-05","0"
"2023-09-11","ProHashing","RTM","UselessGuru","0","21:37:55","0.0048188439854162","21:47:57","0.0048188439854162","0.0048188439854162","0","0.0048188439854162","0"
"2023-09-11","ProHashing","XMR","UselessGuru","0","21:37:55","2.563445299E-07","21:47:57","2.563445299E-07","2.563445299E-07","0","2.563445299E-07","0"
"2023-09-11","ZergPool","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","21:37:55","0.0006217","21:47:57","0.0006217","0.0006217","4.4712696641762E-09","0.0006217","0"
"2023-09-11","Zpool","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","21:37:55","2.794E-05","21:47:57","2.794E-05","2.794E-05","1.0275027370955E-09","2.794E-05","0"
"2023-09-12","HashCryptos","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","08:05:22","1.9100000000000003E-06","21:35:31","1.9100000000000003E-06","1.67E-06","1.8E-07","1.85E-06","0"
"2023-09-12","HiveON","ETC","7cf99ec9029a98afd385f106a93977d8105fec0f","0","08:05:22","0.015402569","21:35:31","0.015402569","0.015402569","0","0.015402569","0"
"2023-09-12","MiningDutch","AEON","UselessGuru","0","08:05:22","0.00170007","21:35:31","0.00170007","0.00170007","0","0.00170007","0"
"2023-09-12","MiningDutch","BELL","UselessGuru","0","08:05:22","0.43648422","21:35:31","0.43648422","0.43648422","0","0.43648422","0"
"2023-09-12","MiningDutch","BTC","UselessGuru","0","08:05:22","4.699E-05","21:35:31","4.699E-05","4.699E-05","0","4.699E-05","0"
"2023-09-12","MiningDutch","CCC","UselessGuru","0","08:05:22","4.313485","21:35:31","4.313485","4.313485","0","4.313485","0"
"2023-09-12","MiningDutch","CLORE","UselessGuru","0","08:05:22","0.01281439","21:35:31","0.01281439","0.01281439","0","0.01281439","0"
"2023-09-12","MiningDutch","DMS","UselessGuru","0","08:05:22","0.09630923","21:35:31","0.09630923","0.09630923","0","0.09630923","0"
"2023-09-12","MiningDutch","FTC","UselessGuru","0","08:05:22","0.84452926","21:35:31","0.84452926","0.84452926","0","0.84452926","0"
"2023-09-12","MiningDutch","GUN","UselessGuru","0","08:05:22","10.8156864","21:35:31","10.8156864","10.8156864","0","10.8156864","0"
"2023-09-12","MiningDutch","IQ","UselessGuru","0","08:05:22","2.58782551","21:35:31","2.58782551","2.58782551","0","2.58782551","0"
"2023-09-12","MiningDutch","NEOX","UselessGuru","0","08:05:22","0.57254822","21:35:31","0.57254822","0.57254822","0","0.57254822","0"
"2023-09-12","MiningDutch","NYX","UselessGuru","0","08:05:22","0.09979641","21:35:31","0.09979641","0.09979641","0","0.09979641","0"
"2023-09-12","MiningDutch","PAPRY","UselessGuru","0","08:05:22","0.22477687","21:35:31","0.22477687","0.22477687","0","0.22477687","0"
"2023-09-12","MiningDutch","UFO","UselessGuru","0","08:05:22","0.20887727","21:35:31","0.20887727","0.20887727","0","0.20887727","0"
"2023-09-12","MiningDutch","VHH","UselessGuru","0","08:05:22","6317.71316063","21:35:31","6317.71316063","6317.71316063","0","6317.71316063","0"
"2023-09-12","MiningDutch","VTC","UselessGuru","0","08:05:22","0.08558942","21:35:31","0.08558942","0.08558942","0","0.08558942","0"
"2023-09-12","MiningDutch","YEC","UselessGuru","0","08:05:22","0.10712654","21:35:31","0.10712654","0.10712654","0","0.10712654","0"
"2023-09-12","MiningDutch","YTN","UselessGuru","0","08:05:22","0.47039829","21:35:31","0.47039829","0.47039829","0","0.47039829","0"
"2023-09-12","MiningDutch","ZCL","UselessGuru","0","08:05:22","0.02185477","21:35:31","0.02185477","0.02185477","0","0.02185477","0"
"2023-09-12","NiceHash External","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","08:05:22","0.00057724","21:35:31","0.00057724","0.00057684","4E-07","0.00057724","0"
"2023-09-12","NiceHash Internal","BTC","33hZYX8iFg5zm9E3geqrNgeP6TMzszZk5R","0","08:05:22","0.00730754","21:35:31","0.00730754","0.00730754","0","0.00730754","0"
"2023-09-12","ProHashing","ETH","UselessGuru","0","08:05:22","1.1152209623217067E-05","21:35:31","1.1152209623217067E-05","1.1152209623217067E-05","0","1.1152209623217067E-05","0"
"2023-09-12","ProHashing","RTM","UselessGuru","0","08:05:22","0.0048188439854162","21:35:31","0.0048188439854162","0.0048188439854162","0","0.0048188439854162","0"
"2023-09-12","ProHashing","XMR","UselessGuru","0","08:05:22","2.563445299E-07","21:35:31","2.563445299E-07","2.563445299E-07","0","2.563445299E-07","0"
"2023-09-12","ZergPool","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","1.0000000000049032E-08","08:05:22","0.0006217","21:35:31","0.00062171","0.0006217","4.4712696641762E-09","0.00062171","0"
"2023-09-12","Zpool","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","08:05:22","2.794E-05","21:35:31","2.794E-05","2.794E-05","1.0275027370955E-09","2.794E-05","0"
"2023-09-15","HashCryptos","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","19:01:17","1.9100000000000003E-06","23:16:37","1.9100000000000003E-06","1.67E-06","1.7E-07","1.84E-06","0"
"2023-09-15","HiveON","ETC","7cf99ec9029a98afd385f106a93977d8105fec0f","0","19:01:17","0.015402569","23:16:37","0.015402569","0.015402569","0","0.015402569","0"
"2023-09-15","MiningDutch","AEON","UselessGuru","0","19:01:17","0.00170007","23:16:37","0.00170007","0.00170007","0","0.00170007","0"
"2023-09-15","MiningDutch","BELL","UselessGuru","0","19:01:17","0.43648422","23:16:37","0.43648422","0.43648422","0","0.43648422","0"
"2023-09-15","MiningDutch","BTC","UselessGuru","0","19:01:17","4.699E-05","23:16:37","4.699E-05","3.753E-05","0","3.753E-05","0"
"2023-09-15","MiningDutch","CCC","UselessGuru","0","19:01:17","4.313485","23:16:37","4.313485","4.313485","0","4.313485","0"
"2023-09-15","MiningDutch","CLORE","UselessGuru","0","19:01:17","0.01281439","23:16:37","0.01281439","0.01281439","0","0.01281439","0"
"2023-09-15","MiningDutch","DMS","UselessGuru","0","19:01:17","0.09630923","23:16:37","0.09630923","0.09630923","0","0.09630923","0"
"2023-09-15","MiningDutch","FTC","UselessGuru","0","19:01:17","0.84452926","23:16:37","0.84452926","0.84452926","0","0.84452926","0"
"2023-09-15","MiningDutch","GUN","UselessGuru","0","19:01:17","10.8156864","23:16:37","10.8156864","10.8156864","0","10.8156864","0"
"2023-09-15","MiningDutch","IQ","UselessGuru","0","19:01:17","2.58782551","23:16:37","2.58782551","2.58782551","0","2.58782551","0"
"2023-09-15","MiningDutch","NEOX","UselessGuru","0","19:01:17","0.57254822","23:16:37","0.57254822","0.57254822","0","0.57254822","0"
"2023-09-15","MiningDutch","NYX","UselessGuru","0","19:01:17","0.09979641","23:16:37","0.09979641","0.09979641","0","0.09979641","0"
"2023-09-15","MiningDutch","PAPRY","UselessGuru","0","19:01:17","0.22477687","23:16:37","0.22477687","0.22477687","0","0.22477687","0"
"2023-09-15","MiningDutch","UFO","UselessGuru","0","19:01:17","0.20887727","23:16:37","0.20887727","0.20887727","0","0.20887727","0"
"2023-09-15","MiningDutch","VHH","UselessGuru","0","19:01:17","6317.71316063","23:16:37","6317.71316063","6317.71316063","0","6317.71316063","0"
"2023-09-15","MiningDutch","VTC","UselessGuru","0","19:01:17","0.08558942","23:16:37","0.08558942","0.08558942","0","0.08558942","0"
"2023-09-15","MiningDutch","YEC","UselessGuru","0","19:01:17","0.10712654","23:16:37","0.10712654","0.10712654","0","0.10712654","0"
"2023-09-15","MiningDutch","YTN","UselessGuru","0","19:01:17","0.47039829","23:16:37","0.47039829","0.47039829","0","0.47039829","0"
"2023-09-15","MiningDutch","ZCL","UselessGuru","0","19:01:17","0.02185477","23:16:37","0.02185477","0.02185477","0","0.02185477","0"
"2023-09-15","NiceHash External","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","19:01:17","0.00057724","23:16:37","0.00057724","0.00057684","4E-07","0.00057724","0"
"2023-09-15","NiceHash Internal","BTC","33hZYX8iFg5zm9E3geqrNgeP6TMzszZk5R","0","19:01:17","0.00730754","23:16:37","0.00730754","0.00730754","0","0.00730754","0"
"2023-09-15","ProHashing","ETH","UselessGuru","0","19:01:17","1.1152209623217067E-05","23:16:37","1.1152209623217067E-05","1.1152209623217067E-05","0","1.1152209623217067E-05","0"
"2023-09-15","ProHashing","RTM","UselessGuru","0","19:01:17","0.0048188439854162","23:16:37","0.0048188439854162","0.0048188439854162","0","0.0048188439854162","0"
"2023-09-15","ProHashing","XMR","UselessGuru","0","19:01:17","2.563445299E-07","23:16:37","2.563445299E-07","2.563445299E-07","0","2.563445299E-07","0"
"2023-09-15","ZergPool","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","1.0000000000049032E-08","19:01:17","0.00062171","23:16:37","0.0006217200000000001","0.0006217","3.2031550930215E-09","0.00062171","0"
"2023-09-15","Zpool","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","1.0000000000001598E-08","19:01:17","2.794E-05","23:16:37","2.796E-05","2.795E-05","1.5545244361307E-09","2.796E-05","0"
"2023-09-16","HashCryptos","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","18:11:10","1.9100000000000003E-06","20:24:01","1.9100000000000003E-06","1.67E-06","1.7E-07","1.84E-06","0"
"2023-09-16","HiveON","ETC","7cf99ec9029a98afd385f106a93977d8105fec0f","0","18:11:10","0.015402569","20:24:01","0.015402569","0.015402569","0","0.015402569","0"
"2023-09-16","MiningDutch","AEON","UselessGuru","0","18:11:10","0.00170007","20:24:01","0.00170007","0.00170007","0","0.00170007","0"
"2023-09-16","MiningDutch","BELL","UselessGuru","0","18:11:10","0.43648422","20:24:01","0.43648422","0.43648422","0","0.43648422","0"
"2023-09-16","MiningDutch","BTC","UselessGuru","0","18:11:10","4.699E-05","20:24:01","4.726E-05","3.78E-05","0","3.78E-05","0"
"2023-09-16","MiningDutch","CCC","UselessGuru","0","18:11:10","4.313485","20:24:01","4.313485","4.313485","0","4.313485","0"
"2023-09-16","MiningDutch","CLORE","UselessGuru","0","18:11:10","0.01281439","20:24:01","0.01281439","0.01281439","0","0.01281439","0"
"2023-09-16","MiningDutch","DMS","UselessGuru","0","18:11:10","0.09630923","20:24:01","0.09630923","0.09630923","0","0.09630923","0"
"2023-09-16","MiningDutch","FTC","UselessGuru","0","18:11:10","0.84452926","20:24:01","0.84452926","0.84452926","0","0.84452926","0"
"2023-09-16","MiningDutch","GUN","UselessGuru","0","18:11:10","10.8156864","20:24:01","10.8156864","10.8156864","0","10.8156864","0"
"2023-09-16","MiningDutch","IQ","UselessGuru","0","18:11:10","2.58782551","20:24:01","2.58782551","2.58782551","0","2.58782551","0"
"2023-09-16","MiningDutch","NEOX","UselessGuru","0","18:11:10","0.57254822","20:24:01","0.57254822","0.57254822","0","0.57254822","0"
"2023-09-16","MiningDutch","NYX","UselessGuru","0","18:11:10","0.09979641","20:24:01","0.09979641","0.09979641","0","0.09979641","0"
"2023-09-16","MiningDutch","PAPRY","UselessGuru","0","18:11:10","0.22477687","20:24:01","0.22477687","0.22477687","0","0.22477687","0"
"2023-09-16","MiningDutch","UFO","UselessGuru","0","18:11:10","0.20887727","20:24:01","0.20887727","0.20887727","0","0.20887727","0"
"2023-09-16","MiningDutch","VHH","UselessGuru","0","18:11:10","6317.71316063","20:24:01","6317.71316063","6317.71316063","0","6317.71316063","0"
"2023-09-16","MiningDutch","VTC","UselessGuru","0","18:11:10","0.08558942","20:24:01","0.08558942","0.08558942","0","0.08558942","0"
"2023-09-16","MiningDutch","YTN","UselessGuru","0","18:11:10","0.47039829","20:24:01","0.47039829","0.47039829","0","0.47039829","0"
"2023-09-16","MiningDutch","ZCL","UselessGuru","0","18:11:10","0.02185477","20:24:01","0.02185477","0.02185477","0","0.02185477","0"
"2023-09-16","NiceHash External","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","18:11:10","0.00057724","20:24:01","0.00057724","0.00057684","4E-07","0.00057724","0"
"2023-09-16","NiceHash Internal","BTC","33hZYX8iFg5zm9E3geqrNgeP6TMzszZk5R","0","18:11:10","0.00730754","20:24:01","0.00730754","0.00730754","0","0.00730754","0"
"2023-09-16","ProHashing","ETH","UselessGuru","0","18:11:10","1.1152209623217067E-05","20:24:01","1.1156107741411671E-05","1.1156107741411671E-05","0","1.1156107741411671E-05","0"
"2023-09-16","ProHashing","RTM","UselessGuru","0","18:11:10","0.0048188439854162","20:24:01","0.0048188439854162","0.0048188439854162","0","0.0048188439854162","0"
"2023-09-16","ProHashing","XMR","UselessGuru","0","18:11:10","2.563445299E-07","20:24:01","2.563445299E-07","2.563445299E-07","0","2.563445299E-07","0"
"2023-09-16","ZergPool","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","18:11:10","0.0006217200000000001","20:24:01","0.00062173","0.00062172","2.9152069442263E-09","0.00062172","0"
"2023-09-16","Zpool","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","18:11:10","2.796E-05","20:24:01","2.796E-05","2.796E-05","1.4786939758938E-09","2.796E-05","0"
"2023-09-17","HashCryptos","BTC","1GPSq8txFnyrYdXL8t6S94mYdF8cGqVQJF","0","06:55:47","1.9100000000000003E-06","21:50:26","1.9100000000000003E-06","1.67E-06","1.7E-07","1.84E-06","0"
"2023-09-17","HiveON","ETC","7cf99ec9029a98afd385f106a93977d8105fec0f","0","06:55:47","0.015402569","21:50:26","0.015402569","0.015402569","0","0.015402569","0"
"2023-09-17","MiningDutch","AEON","UselessGuru","0","06:55:47","0.00170007","21:50:26","0.00170007","0.00170007","0","0.00170007","0"
"2023-09-17","MiningDutch","BELL","UselessGuru","0","06:55:47","0.43648422","21:50:26","0.43648422","0.43648422","0","0.43648422","0"
"2023-09-17","MiningDutch","BTC","UselessGuru","0","06:55:47","4.726E-05","21:50:26","4.726E-05","3.78E-05","0","3.78E-05","0"
"2023-09-17","MiningDutch","CCC","UselessGuru","0","06:55:47","4.313485","21:50:26","4.313485","4.313485","0","4.313485","0"
"2023-09-17","MiningDutch","CLORE","UselessGuru","0","06:55:47","0.01281439","21:50:26","0.01281439","0.01281439","0","0.01281439","0"
"2023-09-17","MiningDutch","DMS","UselessGuru","0","06:55:47","0.09630923","21:50:26","0.09630923","0.09630923","0","0.09630923","0"
